CycID,BH.Q,PER,M_ZT0,M_ZT0.1,M_ZT0.2,M_ZT4,M_ZT4.1,M_ZT4.2,M_ZT8,M_ZT8.1,M_ZT8.2,M_ZT12,M_ZT12.1,M_ZT12.2,M_ZT16,M_ZT16.1,M_ZT16.2,M_ZT20,M_ZT20.1,M_ZT20.2,gene_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012364-RA,0.002630204,24,444,403,704,498,360,737,482,617,542,365,398,431,473,474,396,715,418,613,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003839-RA,0.01040207,20,321,441,463,306,174,427,272,343,398,1066,975,749,653,533,546,538,322,360,Fem-1 homolog c ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028146-RC,0.029078823,20,405.774,389.364,622.584,377.763,309.738,546.966,424.572,413.772,443.774,340.982,283.601,304.398,592.404,450.455,434.019,682.997,406.365,642.4,unspecified product ,GO:0005515, GO:0005515, GO:0005515, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012008-RA,1.76E-04,24,79,130,127,166,74,301,322,563,397,1142,1159,1103,310,278,271,219,228,194,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009285-RB,0.037253837,24,168.348,405.185,373.028,254.438,138.543,270.542,219.691,345.622,280.294,536.22,411.221,320.66,626.728,581.815,407.567,528.994,379.408,316.437,unspecified product ,GO:0005515, GO:0005515, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011503-RA,0.02253974,24,147,186,332,131,94,194,203,388,262,311,531,690,342,493,291,300,343,502,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000394-RA,0.029078823,24,270,415,375,188,183,377,247,304,245,198,221,208,338,430,368,420,491,359,facilitated glucose transporter (solute carrier family 2) ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008254-RA,0.02253974,20,175,183,273,217,108,266,387,399,573,458,461,468,313,256,288,363,129,238,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004458-RB,0.048019251,20,204.904,219.446,377.629,173.621,115.473,288.552,227.687,294.719,353.587,377.908,375.958,324.762,369.013,336.707,267.042,449.324,215.318,301.849,Leucine-rich repeat-containing protein 58 ,GO:0005515, GO:0005515, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029121-RA,0.017446449,8,143,195,214,223,173,305,211,227,258,405,387,361,433,320,258,397,351,273,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004418-RA,0.006235544,20,254,268,300,317,237,436,199,275,282,186,201,162,314,238,211,345,234,245,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010808-RA,0.003536595,24,88,108,131,57,68,151,267,375,367,946,752,553,152,157,142,179,127,67,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003546-RB,1.17E-04,24,145.273,155.516,216.008,157.135,120.039,265.213,246.865,431.07,391.82,323.408,262.926,219.658,299.132,227.32,231.986,207.684,97.8005,171.835,unspecified product ,GO:0005515, GO:0042981, GO:0005515, GO:0042981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006084-RA,0.006235544,20,142,199,273,124,92,194,193,256,249,253,240,187,244,281,385,253,143,198,unspecified product ,GO:0005515, GO:0043130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011387-RA,0.017446449,24,202,212,233,144,117,235,121,192,155,102,150,106,239,218,229,231,182,232,ribosome assembly protein SQT1 ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010676-RA,0.003536595,24,204.202,171.267,246.995,145.773,140.086,263.157,60.9323,130.46,169.768,69.4378,75.5009,34.4286,175.735,72.2645,72.8856,155.353,107.419,122.029,unspecified product ,GO:0005515, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005007-RA,0.01040207,20,112,136,139,84,93,127,70,115,99,98,78,87,167,124,122,214,119.366,142,kelch domain containing 4 ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000894-RA,0.006235544,24,121,139,139,62,58,116,73,85,105,98,97,71,155,140,149,164,157,139,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010158-RA,0.006235544,24,60,75,93,66,48,130,104,136,141,152,183,95,102,114,141,101,108,107,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005235-RA,0.029078823,24,86,101,106,104,91,129,92,130,145,124,154,123,121,76,94,112,79,80,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009428-RA,0.002630204,24,72,80,100,60,70,124,87,146,172,90,88,68,61,81,87,91,41,76,ankyrin repeat domain-containing protein 29 ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009779-RA,0.004735301,24,76,70,108,71,44,112,44,75,31,45,51,31,113,100,118,143,93,138,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005496-RA,0.013521275,24,52,101,144,43,37,45,87,33,39,9,16,6,80,38,56,67,224,96,leucine-rich immune protein (Short) ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011947-RA,0.016428635,20,0,0,0,1,0,2,2,28,6,10,22,27,0,1,0,0,0,1,unspecified product ,GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004410-RA,4.77E-05,24,1340,1498,1821,2423,1552,3626,2452,2701,3219,1592,1441,1472,1482,1210,970,1701,1164,1350,unspecified product ,GO:0005516, GO:0007339, GO:0016020, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009730-RA,0.001971123,20,5301,6723,9277,3354,2126,4065,2235,2734,3465,1769,1440,835,5947,6927,8002,8364,6321,6787,myosin III ,GO:0005524, GO:0005737, GO:0004713, GO:0016459, GO:0050896, GO:0003774, GO:0003779, GO:0007601, GO:0006468, GO:0004672, GO:0000166, GO:0003774, GO:0003774, GO:0003779, GO:0005524, GO:0005524, GO:0046872, GO:0007165, GO:0035556, GO:0016459, GO:0016459, GO:0004672, GO:0004713, GO:0006468, GO:0018108, GO:0005515,,,,,,,,,,,
AGAP011099-RA,5.38E-04,24,141,165,235,108,168,279,1016,1279,1910,13753,13018,8646,7435,7578,10661,4044,1196,2294,myosin III ,GO:0005524, GO:0003779, GO:0005737, GO:0003774, GO:0016459, GO:0004672, GO:0050896, GO:0007601, GO:0006468, GO:0000166, GO:0003774, GO:0003774, GO:0003779, GO:0004672, GO:0005524, GO:0005524, GO:0006468, GO:0016459, GO:0016459, GO:0005515,,,,,,,,,,,,,,,,,
AGAP010876-RA,0.008053382,24,1212,1488,1798,1205,824,1414,981,1359,1077,1050,1153,894,1939,2179,1900,2086,1928,1800,molecular chaperone DnaK ,GO:0005524, GO:0016887, GO:0031072, GO:0044183, GO:0051082, GO:0051787, GO:0006986, GO:0034620, GO:0042026, GO:0051085, GO:0005737, GO:0005739, GO:0051082, GO:0006457, GO:0005524, GO:0016887, GO:0000166, GO:0005524, GO:0005524, GO:0051082, GO:0006457,,,,,,,,,,,,,,,,
AGAP009265-RA,0.001397691,24,986.092,1163.22,1310.61,878.678,624.062,1224.52,920.469,1242.96,1030.49,1523.91,1435.85,1303.77,1628.13,1758.42,1622.75,1604.54,1247.74,1405.28,Ectonucleoside triphosphate diphosphohydrolase 5/6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4H0M9] ,GO:0005524, GO:0016787, GO:0016021, GO:0000166, GO:0005524, GO:0016787, GO:0016787, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012026-RB,0.037253837,16,577.032,845.637,1146.99,623,462.306,857.433,671.439,966.601,1116.49,1287,1267,951,907.594,912,1180.68,1162.65,607.297,744.603,beta-adrenergic-receptor kinase ,GO:0005524, GO:0004703, GO:0007165, GO:0004674, GO:0004672, GO:0006468, GO:0000166, GO:0004672, GO:0004674, GO:0004674, GO:0004703, GO:0005524, GO:0005524, GO:0016301, GO:0016740, GO:0006468, GO:0007165, GO:0016310, GO:0005524, GO:0004703, GO:0007165, GO:0004674, GO:0004672, GO:0006468, GO:0000166, GO:0004672, GO:0004674, GO:0004674, GO:0004703, GO:0005524, GO:0005524, GO:0016301, GO:0016740, GO:0006468, GO:0007165, GO:0016310,
AGAP009034-RA,0.037253837,20,694.737,1052.07,1242.84,598.175,400.748,700.776,647.139,898.175,1020.88,686.74,651.495,516.338,780.767,994.08,1018.18,1389.42,1081.45,1011.75,Doublecortin and CaM kinase-like 1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GZX1] ,GO:0005524, GO:0004672, GO:0035556, GO:0006468, GO:0004672, GO:0005524, GO:0006468, GO:0035556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003108-RB,0.029078823,24,575,453.789,643,613,430.99,761.682,587,797.993,724.231,670,543,629,692.935,548.668,695,698.054,360.021,536.596,Fibroblast growth factor receptor 2 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GGZ1] ,GO:0005524, GO:0009653, GO:0004712, GO:0016021, GO:0004714, GO:0004713, GO:0006468, GO:0004672, GO:0004713, GO:0006468, GO:0005524, GO:0004672,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029446-RC,0.02253974,8,171.346,231.35,277.186,278.712,158.203,338.058,141.243,265.248,264.736,364.338,352.244,264.738,113.741,263.203,202.555,300.488,498.182,358.887,unspecified product ,GO:0005524, GO:0005085, GO:0005737, GO:0035556, GO:0007417, GO:0007411, GO:0005515, GO:0005085, GO:0005085, GO:0007411, GO:0007417, GO:0035556, GO:0035556, GO:0016043, GO:0005085, GO:0005515, GO:0005085, GO:0005085, GO:0035556, GO:0005085, GO:0016043, GO:0035556, GO:0005085, GO:0005085, GO:0035556, GO:0016043, GO:0005085, GO:0035556, GO:0005085, GO:0005085, GO:0035556,,,,,,
AGAP006461-RA,0.013521275,20,147.142,255.21,228.714,238.139,120.243,300.961,272,298.01,300.591,454.303,362.956,257.729,283.962,213.305,374.259,286.229,134.504,177.863,mitogen-activated protein kinase kinase kinase 13 ,GO:0005524, GO:0004672, GO:0006468, GO:0004672, GO:0005524, GO:0006468, GO:0005524, GO:0004672, GO:0006468, GO:0004672, GO:0005524, GO:0006468, GO:0004709, GO:0000165, GO:0000186, GO:0046777,,,,,,,,,,,,,,,,,,,,,
AGAP012283-RA,0.017446449,24,209,262,313,205,139,317,232,283,239,188,175,153,271,227,220,360,197,265,cysteinyl-tRNA synthetase ,GO:0005524, GO:0004817, GO:0006423, GO:0005737, GO:0004817, GO:0005524, GO:0006423, GO:0005737, GO:0005524, GO:0004817, GO:0006423, GO:0046872, GO:0006418, GO:0004812, GO:0000166, GO:0000166, GO:0004812, GO:0004817, GO:0005524, GO:0006418, GO:0006423,,,,,,,,,,,,,,,,
AGAP008813-RA,0.02253974,24,164,166,201,145,113,153,144,169,194,260,246,204,251,295,303,294,235,245,FMS-like tyrosine kinase 1 ,GO:0005524, GO:0016021, GO:0009653, GO:0004714, GO:0006468, GO:0004672, GO:0006468, GO:0005524, GO:0004672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000280-RB,0.017446449,24,1420.83,1574.09,2292.47,1019.65,832.242,1525.93,1074.78,1514.39,1227.89,1103.09,972.802,965.115,1419.13,1406.61,1674.74,1888.36,1081.62,1260.3,guanylate cyclase soluble subunit alpha ,GO:0005525, GO:0035556, GO:0005737, GO:0004383, GO:0020037, GO:0016849, GO:0006182, GO:0009190, GO:0000166, GO:0004383, GO:0016829, GO:0016849, GO:0020037, GO:0006182, GO:0009190, GO:0035556, GO:0020037, GO:0005737, GO:0004383, GO:0035556, GO:0005525, GO:0016849, GO:0006182, GO:0009190, GO:0000166, GO:0004383, GO:0016829, GO:0016849, GO:0020037, GO:0006182, GO:0009190, GO:0035556,,,,,
AGAP000280-RA,0.037253837,20,878.169,1115.91,1621.53,706.323,324.758,1157.07,688.223,823.613,1436.1,824.908,719.198,796.885,1037.86,1101.38,1258.25,1407.64,1141.38,1219.7,guanylate cyclase soluble subunit alpha ,GO:0005525, GO:0035556, GO:0005737, GO:0004383, GO:0020037, GO:0016849, GO:0006182, GO:0009190, GO:0000166, GO:0004383, GO:0016829, GO:0016849, GO:0020037, GO:0006182, GO:0009190, GO:0035556, GO:0020037, GO:0005737, GO:0004383, GO:0035556, GO:0005525, GO:0016849, GO:0006182, GO:0009190, GO:0000166, GO:0004383, GO:0016829, GO:0016849, GO:0020037, GO:0006182, GO:0009190, GO:0035556,,,,,
AGAP011254-RA,0.003536595,24,214,259,291,343,179,528,1097,1284,1651,1898,1696,1764,289,336,293,351,208,263,ADP-ribosylation factor-like protein 5 ,GO:0005525, GO:0006886, GO:0016192, GO:1903292, GO:0005737, GO:0005802, GO:0003924, GO:0051649, GO:0016192, GO:0005525, GO:0000166, GO:0005525, GO:0005525,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005293-RA,0.002630204,24,257.781,373.815,382.992,452.109,229.963,608.853,601.314,814.708,663.083,904.06,1083.4,1058.14,717.216,811.367,765.485,875.82,634.071,839.72,Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:Q7PFA8] ,GO:0005525, GO:0005737, GO:0005874, GO:0000226, GO:0000278, GO:0005200, GO:0003924, GO:0005525, GO:0005200, GO:0005874, GO:0007017, GO:0007017, GO:0005525, GO:0005874, GO:0005200, GO:0003924, GO:0003924, GO:0005525, GO:0005874, GO:0005200, GO:0007017,,,,,,,,,,,,,,,,
AGAP011730-RA,0.004735301,24,561,628,756,637,445,818,591,737,726,630,650,643,720,683,635,780,558,607,ADP-ribosylation factor-like protein 1 ,GO:0005525, GO:0006886, GO:0016192, GO:0005737, GO:0005794, GO:0003924, GO:0051649, GO:0016192, GO:0005525, GO:0000166, GO:0005525, GO:0005525,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002185-RA,0.001971123,24,507,521,724,467,315,636,390,526,432,308,408,453,545,522,502,673,517,559,developmentally-regulated GTP-binding protein 2 ,GO:0005525, GO:0005737, GO:0002181, GO:0005525, GO:0002181, GO:0005737, GO:0005525, GO:0003924, GO:0005525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005293-RB,0.037253837,24,15.2788,38.6119,28.4248,117.94,88.3988,197.685,115.246,0.0103067,61.7484,343.169,236.048,193.458,191.972,235.699,212.391,220.917,153.154,97.4422,Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:Q7PFA8] ,GO:0005525, GO:0005737, GO:0005874, GO:0000226, GO:0000278, GO:0005200, GO:0003924, GO:0005525, GO:0005200, GO:0005874, GO:0007017, GO:0007017, GO:0005525, GO:0005874, GO:0005200, GO:0003924, GO:0003924, GO:0005525, GO:0005874, GO:0005200, GO:0007017,,,,,,,,,,,,,,,,
AGAP008989-RA,0.048019251,24,92,128,156,105,74,189,107,182,170,112,136,131,104,161,120,119,71,86,unspecified product ,GO:0005525, GO:0003924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008046-RA,0.037253837,8,1883,2271,2842,1415,1011,1854,1512,2076,2354,1341,1185,1003,1990,1965,2113,2961,1531,2152,Protein kinase C and casein kinase substrate in neurons 2 protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GX35] ,GO:0005543, GO:0008092, GO:0007010, GO:0030100, GO:0097320, GO:0005737, GO:0005768, GO:0005856, GO:0005886, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005076-RA,3.66E-04,24,138.38,141.059,298.103,182.683,116.32,302.468,316.972,443.198,451.269,351.225,274.81,223.796,159.548,161.501,220.508,175.784,98.1735,139.159,bridging integrator ,GO:0005543, GO:0005886, GO:0005886, GO:0005543, GO:0005737, GO:0005515, GO:0005737, GO:0006897, GO:0043229, GO:0005737, GO:0005515, GO:0005737, GO:0043229, GO:0006897, GO:0005737, GO:0005515, GO:0005737, GO:0043229, GO:0006897, GO:0005737, GO:0005515, GO:0005737, GO:0043229, GO:0006897,,,,,,,,,,,,,
AGAP003725-RB,0.037253837,20,409.17,552.852,901.14,427.518,340,760.734,414.224,685.842,800.759,793.499,828,773.459,667,705,624.012,500.034,365.852,539.124,Extended synaptotagmin-like protein 2a ,GO:0005544, GO:0031234, GO:0031227, GO:0031210, GO:0035091, GO:0005509, GO:0008429, GO:0005509, GO:0005544, GO:0008429, GO:0031210, GO:0035091, GO:0031227, GO:0031234, GO:0005544, GO:0031234, GO:0031227, GO:0031210, GO:0035091, GO:0005509, GO:0008429, GO:0005509, GO:0005544, GO:0008429, GO:0031210, GO:0035091, GO:0031227, GO:0031234, GO:0061817, GO:0006869, GO:0016021, GO:0008289, GO:0008289, GO:0008289, GO:0006869, GO:0006869, 
AGAP028157-RA,7.41E-04,24,4379.16,4244.36,5795.05,4160.67,2013.6,5034.39,4163.37,4793.4,5435.42,8260.61,7675.28,7391.3,9409.12,9562.69,8500.48,10006.5,5937.6,7390.28,unspecified product ,GO:0005576, GO:0032367, GO:0032367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007792-RA,0.001971123,20,1508.17,1915.43,2001.11,1048.12,699,1139.1,960,995.094,1258.1,1176.85,1138.53,834.23,1890.25,1849.3,2048.47,2519.34,1347.5,1750.63,unspecified product ,GO:0005576, GO:0030198, GO:0004222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009275-RA,0.01040207,24,1003,1006,1197,471,296,643,285,366,381,216,267,357,277,252,230,245,271,290,sulfakinin neuropeptide ,GO:0005576, GO:0007218, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000436-RA,0.029078823,24,346,395,490,331,142,402,354,431,412,385,332,268,572,519,557,727,596,512,chitinase ,GO:0005576, GO:0008061, GO:0006032, GO:0004568, GO:0004568, GO:0008061, GO:0006032, GO:0005576, GO:0005737, GO:0008061, GO:0016021, GO:0005975, GO:0004553, GO:0004553, GO:0008061, GO:0016787, GO:0016798, GO:0005975, GO:0008152, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,
AGAP010280-RA,0.004735301,20,220,294,640,591,317,969,293,517,591,323,192,260,312,317,285,444,218,485,yellow protein ,GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028108-RA,0.048019251,24,421.835,153.636,260.946,163.329,96.4023,204.61,244.634,223.601,235.579,689.391,321.722,474.701,931.878,345.309,395.518,910.531,290.405,389.717,unspecified product ,GO:0005576, GO:0032367, GO:0032367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003686-RA,0.003536595,24,93,93,185,228,77,349,220,386,368,895,771,852,370,248,346,450,183,232,unspecified product ,GO:0005576, GO:0004252, GO:0006508, GO:0004252, GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003095-RA,0.048019251,24,185,229,383,163,129,337,107,223,284,394,346,519,349,448,471,436,294,456,yellow protein ,GO:0005576, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000986-RA,0.006235544,24,235,303,328,260,199,425,257,423,438,312,253,314,291,327,281,331,237,310,cuticular protein ,GO:0005576, GO:0008061, GO:0008061, GO:0006030, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009790-RA,7.41E-04,20,47,62,105,185,144,272,167,281,252,105,121,123,47,72,47,110,59,52,cuticular protein ,GO:0005576, GO:0008061, GO:0008061, GO:0006030, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002909-RB,0.001971123,24,25.5185,53.9005,37.6616,19.5414,12.1168,41.6739,20.1872,43.6104,37.5279,70.6432,81.3626,64.6668,91.8408,104.439,92.7291,117.328,84.8498,79.4965,Control protein HCTL029 ,GO:0005576, GO:0008061, GO:0008061, GO:0006030, GO:0005576, GO:0005576, GO:0008061, GO:0008061, GO:0006030, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003308-RB,2.63E-04,24,83.4499,78.9065,92.7902,29.3651,22.6159,69.1983,4.24527,3.51012,3.36278,3.95425,10.4272,7.20984,50.1357,64.42,53.435,195.364,87.6772,57.0609,cuticular protein ,GO:0005576, GO:0008061, GO:0008061, GO:0006030, GO:0005576, GO:0008061, GO:0005576, GO:0008061, GO:0006030, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003308-RA,0.004735301,20,41.5501,105.093,95.2098,9.63485,4.38407,49.8017,10.7547,9.48988,7.63722,9.04575,13.5728,10.7902,58.8643,78.58,99.565,138.636,53.3228,84.9391,cuticular protein ,GO:0005576, GO:0008061, GO:0008061, GO:0006030, GO:0005576, GO:0008061, GO:0005576, GO:0008061, GO:0006030, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000988-RA,0.003536595,24,23,27,58,88.5307,50.9174,160,23,10.3117,17,0,3,1,6,9,14,8,4.03874,12,cuticular protein ,GO:0005576, GO:0008061, GO:0008061, GO:0006030, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007549-RA,0.006235544,24,11,27,47,60,23,64,24,59,43,10,12,9,6,22,11,22,11,8,unspecified product ,GO:0005576, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010675-RA,7.41E-04,24,1700,2147,2404,1564,1181,2268,1243,1825,1760,1223,1542,1201,2248,2185,1999,2755,1518,2144,leucine-rich immune protein (Coil-less) ,GO:0005615, GO:0031012, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009221-RA,0.017446449,20,835,1278,1507,273,241,678,482,857,690,1494,1928,2101,1083,1671,1264,1624,1123,1441,serine protease inhibitor (serpin) 5 ,GO:0005615, GO:0004867, GO:0010951, GO:0005615, GO:0005615, GO:0004867, GO:0005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006644-RA,0.01040207,24,343,376,516,399,214,722,661,648,792,701,638,674,332,353,468,431,299,321,unspecified product ,GO:0005615, GO:0031012, GO:0005615, GO:0031012, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008182-RA,0.002630204,24,239,452,558,532,528,1619,382,635,875,252,240,510,271,291,192,259,313,375,unspecified product ,GO:0005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011229-RA,0.037253837,20,262.253,379.11,396.1,279.302,179.232,359.39,305.239,396.45,439.116,493.126,496.162,310.636,394,396.322,481.558,404.112,215.085,306.623,Tartan ,GO:0005615, GO:0031012, GO:0016021, GO:0005515, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007584-RA,0.013521275,16,168,315,332,168,120,276,205,362,272,378,348,378,259,309,322,277,237,283,unspecified product ,GO:0005615, GO:0005615, GO:0005576, GO:0005576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005246-RD,0.001397691,16,229.635,237.685,295.669,357.859,201.723,402.486,153.381,263.707,218.765,177.572,194.867,212.978,339.451,387.81,298.951,324.626,302.159,295.358,serine protease inhibitor (serpin) 10 ,GO:0005615, GO:0005615, GO:0004867, GO:0005615, GO:0004867, GO:0004867, GO:0005615, GO:0004867, GO:0005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009688-RA,0.013521275,24,130,218,190,220,120,207,328,220,387,442,365,276,302,293,268,304,171,236,Leucine-rich repeats and immunoglobulin-like domains protein 3 ,GO:0005615, GO:0031012, GO:0071944, GO:0040011, GO:0016043, GO:0016021, GO:0005515, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003354-RA,0.037253837,24,118,119.563,255.619,177.659,148.848,318.497,214.721,247.205,350.355,403.39,222,500.997,223,138.658,144,215,77,208.926,antigen 5 related protein 3 ,GO:0005615, GO:0032504, GO:0032504, GO:0005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007860-RA,0.048019251,24,78.4979,109.92,165.961,134.875,80.8948,194.09,136.342,229.426,135.089,235.944,211.699,219.502,215.2,163.747,121.2,183.98,112.619,178.183,unspecified product ,GO:0005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004543-RA,0.02253974,20,80,115,152,164,100,175,103,77,139,85,63,93,103,121,93,125,166,120,unspecified product ,GO:0005615, GO:0005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005246-RE,0.013521275,20,80.6301,103.226,107.688,48.4985,20.6622,59.2574,52.8072,47.6551,45.3398,105.979,77.0775,78.3156,108.576,101.019,129.932,132.832,74.2475,102.295,serine protease inhibitor (serpin) 10 ,GO:0005615, GO:0005615, GO:0004867, GO:0005615, GO:0004867, GO:0004867, GO:0005615, GO:0004867, GO:0005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007693-RA,4.77E-05,24,4,10,14,16,12,26,26,34,33,76,55,63,26,42,22,17,11,14,serine protease inhibitor (serpin) 7 ,GO:0005615, GO:0005615, GO:0004867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006737-RA,0.01040207,24,8,3,7,27,14,33,19,30,38,11,18,24,3,12,20,7,8,7,unspecified product ,GO:0005615, GO:0032504, GO:0032504, GO:0005615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001730-RA,0.02253974,20,5184,6295,7373,5022,3555,7571,5703,8085,8069,9898,10110,9421,6964,8451,8614,8905,5646,6640,cyclin G2 ,GO:0005634, GO:0005737, GO:0000079, GO:0044772, GO:0000307, GO:0016538, GO:0004672, GO:0016538, GO:0019901, GO:0000079, GO:0044772, GO:0000307, GO:0005634, GO:0005737, GO:0051726, GO:0006468, GO:0051726,,,,,,,,,,,,,,,,,,,,
AGAP008762-RB,0.001397691,24,3582.93,3758.51,4369.11,2573.79,1784.93,3240.22,2538.45,3816.53,3224.31,3296.46,3740.65,3209.57,7372.93,6584.59,4634.3,6855.43,5610.05,5097.51,unspecified product ,GO:0005634, GO:0006355, GO:0006355, GO:0003700, GO:0003677, GO:0003700, GO:0006355, GO:0005634, GO:0003677, GO:0003700, GO:0006355, GO:0003700, GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,
